iter	Logloss
462	0.1087268124
463	0.108388676
464	0.107854163
465	0.1073943487
466	0.1069773623
467	0.1067570587
468	0.1060514612
469	0.1057072473
470	0.1053587237
471	0.1048983058
472	0.1044851453
473	0.1040829818
474	0.1037776661
475	0.1033142439
476	0.1030373171
477	0.1025216599
478	0.1020983781
479	0.1019260532
480	0.101587926
481	0.1012877096
482	0.1009303668
483	0.1005532606
484	0.1002314083
485	0.09967182841
486	0.09937302608
487	0.09894029125
488	0.09869465725
489	0.09820123883
490	0.09787475214
491	0.0975684193
492	0.09736202098
493	0.09698079672
494	0.09666006844
495	0.09629308477
496	0.09598279184
497	0.09575627251
498	0.09553825472
499	0.09509916251
500	0.09470568973
501	0.09445684795
502	0.09408380045
503	0.093789931
504	0.09332952763
505	0.09304038718
506	0.09269125141
507	0.09243869084
508	0.0920781265
509	0.09193463904
510	0.09157516527
511	0.09136331072
512	0.09088429395
513	0.09061445634
514	0.09022926369
515	0.08985753374
516	0.08964395128
517	0.08937576894
518	0.08895532594
519	0.0886572879
520	0.08827716475
521	0.08793598
522	0.08761306723
523	0.0873487128
524	0.08717577031
525	0.08695976277
526	0.08681543167
527	0.0865634631
528	0.08625114682
529	0.08596784037
530	0.08567752535
531	0.08536074174
532	0.08516709563
533	0.08490391306
534	0.08467331294
535	0.08442894844
536	0.08414120254
537	0.08383368392
538	0.08354709844
539	0.08332725073
540	0.0831326691
541	0.08275987021
542	0.08250971961
543	0.08233421921
544	0.0821518856
545	0.08191594969
546	0.08160740828
547	0.08145173042
548	0.08121771673
549	0.08088652662
550	0.08059298298
551	0.08036396571
552	0.08017259633
553	0.07988773973
554	0.07945885215
555	0.07925076209
556	0.07907280603
557	0.07885301657
558	0.07849388534
559	0.07820070478
560	0.0779645203
561	0.07782209401
562	0.07751296637
563	0.0773664311
564	0.07725676325
565	0.0768743557
566	0.07674539997
567	0.07641558624
568	0.07614096711
569	0.07591714625
570	0.07574216438
571	0.07551949461
572	0.07533673459
573	0.07509785276
574	0.07478604099
575	0.0745512011
576	0.0742629529
577	0.07400641824
578	0.07380641294
579	0.07341944401
580	0.07319227474
581	0.07290518689
582	0.07259507643
583	0.07240703465
584	0.07228613044
585	0.07215404793
586	0.07197888495
587	0.07181972099
588	0.07147259248
589	0.07119861639
590	0.07097278071
591	0.07077857119
592	0.07041764857
593	0.07024468655
594	0.07011587062
595	0.06984980955
596	0.06964282214
597	0.06945989033
598	0.06928943231
599	0.06909895466
600	0.06893904599
601	0.06869239592
602	0.06854006669
603	0.0683638488
604	0.06810946422
605	0.06790584539
606	0.06772543461
607	0.06755445117
608	0.0674442344
609	0.06709250854
610	0.06681238387
611	0.06657936104
612	0.06641899698
613	0.06627920607
614	0.06612173376
615	0.06592008119
616	0.06568221093
617	0.0654712213
618	0.06532122417
619	0.06516497386
620	0.06505670216
621	0.06492920867
622	0.06474147228
623	0.06442441679
624	0.06418524714
625	0.06394424016
626	0.06380683339
627	0.06365911542
628	0.06352418332
629	0.06333816283
630	0.06318143705
631	0.06306226914
632	0.06279410661
633	0.06260543246
634	0.06249692235
635	0.06233771824
636	0.0621704411
637	0.06199121157
638	0.06174513905
639	0.06159164737
640	0.06142365665
641	0.06128733736
642	0.06104868402
643	0.06077134551
644	0.06053245849
645	0.06029877132
646	0.06015211657
647	0.06006195791
648	0.05988159358
649	0.05979789113
650	0.05961951454
651	0.05929232917
652	0.05910660965
653	0.0589187471
654	0.05870822524
655	0.05858426416
656	0.0583943822
657	0.05814717422
658	0.05793742644
659	0.05773352655
660	0.05755085368
661	0.05739348977
662	0.05726234913
663	0.05706367244
664	0.05697345271
665	0.0568088558
666	0.05661114205
667	0.05634115146
668	0.05617061685
669	0.05603248262
670	0.05578826085
671	0.05559818384
672	0.05543219823
673	0.05527175443
674	0.05503359436
675	0.05487412823
676	0.05468465228
677	0.05450216999
678	0.05436500958
679	0.05412489692
680	0.05399311473
681	0.05380039859
682	0.05364279394
683	0.05354359959
684	0.05347146491
685	0.05320967532
686	0.05303149335
687	0.05285153262
688	0.05270198653
689	0.05252720815
690	0.05232194345
691	0.05212874171
692	0.05195758312
693	0.051897506
694	0.051727151
695	0.05162763107
696	0.05152569163
697	0.05139139131
698	0.05133372582
699	0.05118067395
700	0.05109367337
701	0.05098657592
702	0.05089144654
703	0.05072229332
704	0.05063554273
705	0.05042407509
706	0.05028814264
707	0.05015280472
708	0.0499806421
709	0.04977351719
710	0.04955504951
711	0.04936052064
712	0.04925597683
713	0.04919643444
714	0.04905090571
715	0.04888673938
716	0.04873556324
717	0.04867751106
718	0.0486102467
719	0.04837624032
720	0.04825478589
721	0.04815486578
722	0.04799740626
723	0.04789546637
724	0.04779116707
725	0.04765736482
726	0.04755232596
727	0.04734601081
728	0.04725803374
729	0.04713854859
730	0.04700074682
731	0.04686688148
732	0.04665400305
733	0.04657601347
734	0.04649901659
735	0.04640075503
736	0.04629804769
737	0.04618968842
738	0.04611653039
739	0.04599685297
740	0.04582583511
741	0.04570800777
742	0.0456120038
743	0.04553645707
744	0.0454574052
745	0.04535202579
746	0.04522084832
747	0.04507883549
748	0.04501303425
749	0.04491871765
750	0.04483650163
751	0.04475944645
752	0.0446547065
753	0.04458438089
754	0.04445693808
755	0.04433554998
756	0.04425630413
757	0.04413376656
758	0.04401013224
759	0.04394491114
760	0.04383385482
761	0.04373643681
762	0.04362026969
763	0.043567829
764	0.04346458013
765	0.04330774825
766	0.04322321623
767	0.04310466607
768	0.04301483102
769	0.04290825638
770	0.04271920616
771	0.04263551143
772	0.0425258397
773	0.04239961988
774	0.04229394657
775	0.04221775859
776	0.04215651983
777	0.04204869921
778	0.04196624225
779	0.04185159132
780	0.04172512638
781	0.04156878308
782	0.04142876461
783	0.04129531125
784	0.04122147201
785	0.04111420897
786	0.04098134363
787	0.04090372767
788	0.04078865217
789	0.04068383941
790	0.04059171454
791	0.04048830669
792	0.04035478277
793	0.04028859439
794	0.04021303235
795	0.04013550338
796	0.04005818428
797	0.03995646652
798	0.03985727129
799	0.03967521013
800	0.03960159047
801	0.03948619464
802	0.03936317196
803	0.03923242323
804	0.03913389066
805	0.03905482608
806	0.03896365228
807	0.03879310174
808	0.0387614872
809	0.03864651747
810	0.0385401538
811	0.03847443923
812	0.03828029016
813	0.03815390714
814	0.03807675811
815	0.03797053728
816	0.03786374549
817	0.0377757474
818	0.03767021823
819	0.03756222308
820	0.03748525161
821	0.03741688437
822	0.03730875202
823	0.03721297121
824	0.03712499171
825	0.0370555597
826	0.03694105813
827	0.03681505394
828	0.03675154307
829	0.03662871498
830	0.03650773867
831	0.03640565908
832	0.03632905392
833	0.03624013517
834	0.03612886213
835	0.03603573146
836	0.03597127324
837	0.03586910876
838	0.03578127242
839	0.03571681853
840	0.03566320048
841	0.03556942899
842	0.03550081555
843	0.03546275368
844	0.03537960638
845	0.03529281281
846	0.03523511549
847	0.03512308358
848	0.03507960997
849	0.03497083381
850	0.0348550205
851	0.03479627788
852	0.03464875589
853	0.03454256534
854	0.03448197838
855	0.03435554147
856	0.03426608766
857	0.03412144006
858	0.03404700523
859	0.03397340173
860	0.03384878493
861	0.03375125929
862	0.03363926912
863	0.03358409436
864	0.03353776656
865	0.03349043554
866	0.03341292242
867	0.03335237663
868	0.03326927162
869	0.03316742386
870	0.0330947052
871	0.03307203691
872	0.03298616505
873	0.03291225103
874	0.03284171003
875	0.03275272153
876	0.03268210777
877	0.03261098748
878	0.03254474761
879	0.03245720758
880	0.03240210807
881	0.03231488292
882	0.03223610786
883	0.03217803232
884	0.0320550621
885	0.03198498755
886	0.03191828072
887	0.03182923399
888	0.03179576983
889	0.03173830311
890	0.0316287022
891	0.0315590575
892	0.03146389601
893	0.03139616858
894	0.03132968646
895	0.03123037552
896	0.0311155101
897	0.03103726624
898	0.03097907737
899	0.03091367602
900	0.03085825248
901	0.03081428385
902	0.03072891036
903	0.03060190042
904	0.03056288999
905	0.03050313324
906	0.03045478553
907	0.03037094427
908	0.030325985
909	0.03026906573
910	0.0302271115
911	0.03017856614
912	0.03012280407
913	0.03004151173
914	0.03002053227
915	0.02997395196
916	0.02987333325
917	0.0297938292
918	0.02970429443
919	0.02963678148
920	0.02956534446
921	0.02946179105
922	0.02940508368
923	0.02931441766
924	0.02923992083
925	0.02918231304
926	0.02909995074
927	0.02904008209
928	0.02900451294
929	0.02891760786
930	0.0288498594
931	0.02875805528
932	0.0286840363
933	0.02866421132
934	0.02860047182
935	0.02855376217
936	0.02846497915
937	0.02839628166
938	0.0283331305
939	0.02826615998
940	0.02819935657
941	0.02814296943
942	0.02806008991
943	0.02798937194
944	0.02795754022
945	0.02789304432
946	0.02782560438
947	0.02776255888
948	0.027707371
949	0.02765728781
950	0.02760905917
951	0.02755459575
952	0.02750066864
953	0.02741163495
954	0.02732458741
955	0.02723829435
956	0.02714177448
957	0.02710306809
958	0.02705418287
959	0.02700492153
960	0.02697512054
961	0.02693073962
962	0.02688621408
963	0.02684057296
964	0.02678585628
965	0.02674006007
966	0.02666431753
967	0.02659138965
968	0.02653394295
969	0.02648288086
970	0.02643851645
971	0.02638049652
972	0.02630978968
973	0.02625486613
974	0.02618765582
975	0.02611649263
976	0.02605281979
977	0.02600711473
978	0.02593131364
979	0.02586710972
980	0.02579600907
981	0.02574956342
982	0.02567384282
983	0.02564209415
984	0.02558044326
985	0.02552024434
986	0.02546924276
987	0.02543222265
988	0.02537185181
989	0.02529215779
990	0.02525391948
991	0.02519399889
992	0.02517141226
993	0.02512275802
994	0.02508471698
995	0.02501662037
996	0.02496795388
997	0.02490876632
998	0.02485435486
999	0.02478783712
